"userid","challengeone","challengetwo","challengethree",evaluatemarketsize,evaluateprofitability,evaluatesocialimpact,evaluatevalidation,evaluaterelationships,evaluatepassionskillset,evaluateaccessfinancing,evaluateregulatory,"environmentalimpact","consideredclimatetech","whyclimatetech","currentclimatetech","yescurrentclimatetech","opportunitiesclimatetech","attractiveclimatetech","last_updated","last_retrieved"
"7f39e304-610d-4203-b82d-5f8b8413e728","Age- I can't represent my company without my dad because I am under 18","n/a","n/a",5,5,5,4,5,4,3,5,"yes","yes","It will have an impact on the environment and the climate itself","yes","we are also concern with the environment so we also incourage people to love and care for the environment and also we ourselves try to look at different way to protect the environment in our meetups","Educating people on saving the climate, creating apps on climate education","Mentorship","2016-08-10 12:24:29","11:01:28"
"818b86b4-6041-4e9e-921f-836c4303f39e","Getting a line of credit and capital","Getting technicians who want to learn, most of them concentrate on money","Getting projects",5,4,4,4,4,4,4,4,"yes","no","Not of interest","no","","none","n/a","2016-08-19 11:04:00","11:01:29"
"84323aff-2e82-4608-9d61-60e69488dfec","Lack of awareness to some connectors.","lack of vision among connectors","Acquisition of high competent technician(Programmers)",5,5,5,5,5,5,5,5,"no","yes","To help farmers to produce high quality crops","no","","To produce high quality crops that fit the world wide market","mentorship","2016-09-02 10:46:43","11:01:31"
"8440776f-79f0-4f50-85d6-53c4b31fed7e","Technology Barrier","Funds","Team",5,5,5,4,5,5,5,4,"no","no","Have never been interested in this area","no","","None","Financial","2016-08-03 10:01:15","11:01:31"
"87857c3f-5ece-4c84-a0cf-bf1e49b754c4","Tax issues. When importing products through the platform","tax information is not well known.","Loyal and trustworthy employees with skills required.",5,3,3,5,5,5,4,5,"no","yes","Climate technology has a positive impact and is relevant to our environment of business that we are in","yes","Climate technology has a positive impact and is relevant to our environment of business that we are in","It can grow very fast especially in rural areas.","business incubation, financial, market linkages, mentordhip","2016-08-22 12:12:41","11:01:32"
"87fa02a8-5807-4d44-ab10-f5f408f0dbd6","fund and loan","support","market",5,4,4,5,4,5,5,5,"no","no","Yes, because my company somehow is related to air pollution","no","","Pollution manitoring","financial","2016-08-26 10:53:44","11:01:32"
"8838089d-87b3-47d3-82b2-afea57a237b0","Both me and my partner now have full time jobs so it's hard to commit fully to our start up like we did before","getting clients in some months is particularly challenging. We have low seasons and high seasons","Balancing between investing in new equipment, paying off some of our debts and leaving enough for ourselves and employees.",5,5,4,4,4,5,4,5,"no","no","I honestly wouldn't know where to begin","no","","Revolutionizing The Agricultural sector","mentorship, financial incubation","2016-08-18 12:45:39","11:01:32"
"88593be0-7b7e-4a5d-b442-6f316dfd099e","The business registration process is frustrating especially because I am a foreigner. I cannot register a business without a permit and I cannot get a permit without a business registration.","fundraising","n/a",5,4,4,4,4,5,4,4,"no","no","not in my line of interest","no","","n/a","none","2016-08-26 12:34:05","11:01:33"
"890dbb4b-89d8-4a9a-93e7-f7aeb03f8ef7","Its hard to get support and acknowledge for new innovations in Tanzania, also Patenting procedures in Tanzania is not very clear.","Technical Expertise in Tanzania is lacking to get the machine full, thus, i have to work with Foreign companies, that i am not even sure, who to work with.","Financing for prototyping, is currently not available, you can not take loans for prototyping.",5,5,4,3,4,5,5,5,"yes","yes","My current venture is a climate tech related with used green technologies for drilling, its important to preserve the environment, as small contribution to emissions in the environment counts.","yes","I am building a renewable energy rock drill for miners, that is using solar, and not generating dust to the environment, thus no more emissions, from fuel","There is enough sun in Tanzania, and thus renewable energy is an opportunity in Tanzania","Funding will significantly help the sector","2016-09-02 08:42:59","11:01:33"
"89ae5c16-f4d9-4116-8807-fd67bb111a98","Finances","market","Quality packaging.",5,5,3,5,5,4,4,4,"yes","no","Not in my interests","no","","","","2016-07-26 08:02:02","11:01:34"
"8d0e6dfa-5c7f-4d40-b104-d09bb1deb0cb","Technological systems in daily activities","Communication","Transportation",5,5,4,4,4,3,4,4,"yes","yes","because the climate always change, so i considered having a project that will cope will all weather","yes","i  am an environment ambassador ,i encourage people to take care of the surrounding as we need it to survive","business, employment","financial, mentorship","2016-09-07 09:18:47","11:01:36"
"8fe78321-e6a9-4717-b591-9f50540dd7ab","Capital","Modern Machines","Land for factory expansion",5,5,4,5,5,5,5,5,"no","no","i haven't seen any tangible potentials","no","","no idea","Education , infrastructure , and reduce the use of industrial chemicals","2016-08-10 13:00:05","11:01:37"
"90fd4ca5-2c0b-41b8-95e4-0754ea621dfb","faithful employees","higher rental","capital",5,5,5,4,5,5,5,4,"yes","no","i have no idea","no","","i do not know","business incubator","2016-08-19 11:53:18","11:01:38"
"913d303f-7e26-4376-a9cc-d113c7fc1d9a","New ideas take time for people to get used to them, then it takes alot of time for us to get new customers","Financing is also an issue","Getting reliable people for the business",3,4,5,,,,,,"","","","","","","","2016-08-31 18:30:35","11:01:39"
"936d1532-6cba-4407-9b74-db963c380ae8","Getting Right Team to work with","Raising Fund","Win Trust from customers",5,5,5,4,5,5,4,5,"yes","yes","Because Automation and Electronic way of doing saves time and materials","yes","We look for different ways to control the climate","Simplifies Life","Mentorship and Financial","2016-08-12 14:55:57","11:01:39"
"944886d6-3018-40a2-a114-e013ae1310d5","Expanding outside Tanzania","financing","GOVERNMENT SUPPORT",5,5,2,1,1,3,1,1,"yes","yes","We currently working on climate tech Venture","yes","tech","Opportunity are Big, we need to work on monetization structure","business incubation","2016-08-22 09:32:41","11:01:40"
"95199673-f35b-498c-9975-e3861f4b2038","Selling new product (acceptance","compatibility of product with mass market(consumers) Funds","Risk of living employment",5,4,4,4,5,5,5,0,"no","no","N/T","no","","Untouched in our country, so will be a good consideration.","Financial","2016-07-22 11:55:32","11:01:40"
"959555e6-6c94-4403-adf4-8d7faefe7e70","Technical know how  on mobile technology","Revenue Collection","connection",4,5,5,4,5,5,5,5,"yes","yes","at personal level, as to preserve nature","no","","not sure as i hevent focussed","NONE","2016-08-15 08:56:21","11:01:42"
"981910b6-b804-4a77-a87d-6d88d126bc0d","Bureaucracy","Capital","Connections",4,5,4,4,5,5,5,5,"yes","no","no interest","no","","Employment and  Improvement of ecosystem","Finance  and sensitization, education","2016-09-02 13:19:16","11:01:42"
"9deeddc8-c6b3-4d89-90a2-4e85b92cdf4a","Capital","time","Resources",5,3,4,3,3,3,3,4,"no","yes","No So far! first is to launch the main project","no","","No Opportunity so far","Financial support is vital","2016-08-04 13:54:27","11:01:43"
"9ecf1353-0887-43f4-a657-ac250285503e","Market for the product (price fluctuation)","Capital to invest on other processing machines","n/a",5,4,5,5,5,5,5,5,"yes","no","capital and knowledge","yes","we try to use things that are friendly to the environment","Food for aimalls, fresh air etc","Education, Community sensitization","2016-08-31 08:55:01","11:01:44"
"a0884964-c996-4c58-8335-d21acaf73580","Government","Corrpution","Lack of skills in workforce",4,4,4,4,3,5,3,5,"yes","yes","Impact","yes","we use solar energy","PAYG","Stop corruption and make it easy to legally start a business in Tanzania without getting harassed by each and every government department.","2016-09-07 10:48:14","11:01:45"
"a30dd7de-dec2-482b-bfd4-6a9c43203bb6","lack of competent workers","cost of marketing new technology is very high","lack of proper training especially capacity building in finance management and building networks",1,3,5,4,3,5,4,5,"yes","yes","im already in climate tech venture, my business help 1. to purify water without using any energy and 2. we also produce biogas extractor which help produce biogas as alternative energy source","yes","using our nano filter which uses nano technology in filtering water, and our bio extractor which produce biogas using cow dungs","alternative energy source","more capacity building is needed","2016-09-07 14:04:00","11:01:45"
"a4b929d5-d6d1-455a-bed9-44a50c8b2094","Capital","Advertisement","Time",4,4,5,5,5,4,4,5,"yes","yes","Climate change is one of the current challenge in agriculture sector so it's worth looking in this venue","no","","Achieve simultaneous progress toward economic and climate objectives","financial","2016-08-16 12:54:28","11:01:47"
"a62e32d4-948a-497a-8431-736cd0a8d81e","Credit","API","Content Development",5,5,5,5,5,5,5,5,"no","no","I have never been interested","no","","None","N/A","2016-08-03 11:44:48","11:01:47"
"ab53fbbf-fec5-4565-a044-4c54107b3521","Getting skilled employees","Financing of the day to day operations and paying employees","Introduing a new tech idea into the market",5,5,5,5,4,4,4,4,"no","yes","Alternative energy sources reduces cost of electricity and earn a lot of money.","no","","I see an opportunity in the alternnative energy sector (geothermal, solar, biogas, and wind)","Accelerator mechanism","2016-08-09 09:45:06","11:01:49"
"abd03a80-382d-41e8-ae81-01c8e0294f50","connection","Funds access","adaptation to new technology.",5,5,5,5,4,5,3,5,"yes","no","i don't think that climate is yet a big problem in my place.","no","","Climate independent agriculture","irrigation","2016-08-17 17:21:19","11:01:49"
"ac90cd3f-b14d-4809-b5bf-128e906868d5","Skilled Labour","project Financing","only two",5,5,5,5,5,5,4,4,"yes","yes","to reduce impact on semi technology","yes","programs to make our ecosystem better","Making ecosystem better","Community Awareness Programs","2016-08-19 11:40:50","11:01:49"
"af4caf18-9104-45ed-bb9a-26fd46a996b7","Technological Redness of Consumers","Corruption/beroucracy","Instability policy/ Taxes",5,5,5,5,5,5,5,5,"yes","yes","To reduce effect of non automated  end products to the environment","yes","We always design process/ product those reduce energy consumption etc","it is wide as it is still not full deployed, employment , knowledge etc","funding, and educations.","2016-09-01 06:31:44","11:01:50"
"af5c20d4-a0d6-4956-a83b-2ef03a8b97db","seed funding","to get partiners","investors",5,4,5,5,4,5,5,5,"yes","yes","A changing climate affects the poorest people in developing countries the most. Droughts or heavy rains that lead to floods are disastrous to people with no buffers or savings, many people need more information about climate","yes","We need to get more information about this natural hazard caused by climate change","information people need march understand about cimate","business incubation and financial","2016-08-16 13:13:43","11:01:50"
"b24348e7-ae44-4ca6-8e31-a81bfc592141","customers' knowledge about online businesses","Funding","Product procurement",5,5,4,3,5,5,5,5,"yes","yes","n/a","no","","n/a","n/a","2016-08-12 12:52:44","11:01:52"
"b4c5e0de-d5ce-49b5-a314-2df2c8b5b370","Funding to buy machines","Market: Tanzanians do not support local products","Getting quality materials",5,5,5,4,5,5,4,4,"yes","yes","To improve the livestock value chain","no","","n/a","n/a","2016-08-18 16:58:03","11:01:52"
"b4e22b01-80a9-4978-a205-ec5cd0b4f1ca","Professional Equipments","Team","",,,,,,,,,"","","","","","","","2016-08-02 07:59:15","11:01:53"
"b58532b3-de0a-4209-bba0-89289408a65d","Customer aquisition","Funding","Recruiting a team with passion",5,5,4,5,4,5,4,4,"yes","no","I have not thought about it","no","","With time tickets there is great opportunity to saving trees since we use digital ticketing.","Business incubation and financial","2016-08-04 12:38:38","11:01:54"
"b628997d-b48e-4a41-8bde-3fc8c2e1206b","Lack for resources, machinery","Lack for skills for performing work","Not having quality to work",3,3,5,3,3,5,4,4,"yes","no","Not enough information on the sector","no","","Don't know enough about the sector","Business Incubation, and renting facilities","2016-08-17 18:36:26","11:01:54"
"b8e1a440-9c51-4e17-90b8-1439d9c63733","Finding markets of our services","Lack of knowledge to customers about technology","Lack of fund to start project",5,4,5,4,5,5,4,5,"yes","no","no budget","no","","i don't see","business","2016-08-03 12:12:52","11:01:57"
"bc032641-b0a9-4d5b-8b9b-e72b7b4124cd","High interest rates and problems getting loans from the bank","Business environment","n/a",5,5,5,5,5,5,5,5,"yes","yes","To provide solutions to farmers and the agriculture value chain","yes","we search for solutions for farmers and the agriculture sector","Improving teh agriculture value chain","financial","2016-08-18 10:54:56","11:02:00"
"bc600561-1bb7-4a2b-a480-37f48e6af1d5","Power supply","unstable business policy","Malarial cost vs Product cost",4,4,3,5,4,4,5,5,"yes","yes","I care about environment and our planet in general","yes","yes, we care about the environment so everyday we try to see what are the possible solution to control the environment and the rising technology","Employment,   and resources","Practical Education, financing and facilitating","2016-08-30 20:08:22","11:02:01"
"bc6d839a-e61f-4a0e-bdb3-9fcb03e65e44","","","",,,,,,,,,"","","","","","","","2016-08-31 10:47:52","11:02:01"
"bf1e28f7-0b63-42e0-9be0-2b64b1a1e41f","CAPITAL","FACILITIES SUCH AS COOLING TRUCK/HOUSE","AVAILABILTY OF SOME STOCK",3,4,3,4,5,4,4,4,"no","no","DO NOT HAVE AN IDEA","no","","BUSINESS","BUSINESS INCUBATION","2016-08-09 18:29:40","11:02:03"
"c04fe785-afb6-4bd0-838a-907c0801965c","Funds","Marketing Our Products","Lack of Support from the Government",5,4,5,4,5,5,5,5,"yes","no","We have not engaged ourselves on a climate level, We deal on Social Level","no","","at the beginning it will be hard but overtime it will be profitable since there aren't many companies in Tanzania working in Climate tech sector","Financial support","2016-08-19 12:03:58","11:02:04"
"c165ed8d-37be-42c0-b52d-34ebca147bc0","Funds to finance Projects","Availability basic practical lab","Strong Support From government",5,4,5,5,5,5,5,5,"yes","no","Finance Scope","no","","Greet opportunities to those with specific professionals","Financing The knowledge, sensitization of the communities,","2016-08-22 10:31:17","11:02:04"
"c1a5fa09-80f6-4838-8078-d0750dc36f63","Getting people with the right mindset and skills","Operations management- processes take too long","n/a",5,5,5,5,5,4,4,5,"yes","no","I believe in doing small things to contribute to reducing climate change and that is enough for me. I do not need to start a business to do that.","no","","n/a","n/a","2016-08-15 17:34:52","11:02:05"
"c2bc0a26-249f-473b-bef0-e2f533c343e9","Access to capital","Getting dedicated coders","n/a",5,5,4,5,5,5,5,5,"no","no","Not in my line of interest","no","","n/a","finacial","2016-08-26 06:57:53","11:02:05"
"c41d992b-9a76-4833-b455-2085fbc39d5f","Capital","Markets","n/a",5,5,5,4,5,5,4,3,"yes","no","I already have one that takes into account climate change issues","yes","we deal with climate issues, encourage individuals to get involved with their environment in different ways","n/a","n/a","2016-08-18 18:04:02","11:02:09"
"c4ecc5e3-7c83-4d18-ab33-6ff70f91c390","Availability of material","Price fluctuations of those materials that are available","Transportation of equipment to places where I have to showcase the use to villagers",4,4,4,4,5,5,5,4,"yes","no","I was concentrating on setting up this venture first","no","","Supporting farmers with information or technology","financial support and mentorship","2016-08-26 11:23:43","11:02:12"
"c4effffa-9e9e-41f9-8e76-5ce638a54912","Capital","Marketing","Delays of payment from our customer",5,5,3,5,5,5,0,1,"no","no","because I want to be more familiar I  heating and cooling system","yes","we encourage other entrepreneurs to get themselves involved with the environment","cooling system and refrigeration","business incubation","2016-08-12 09:17:18","11:02:14"
"c67a82ee-13f2-4793-8c3f-375f7a24da7d","Market","Ability to get bank loans","funds",5,5,4,4,4,4,4,1,"no","no","n/a","no","","none","none","2016-09-01 06:39:22","11:02:18"
"cb0340c4-5a1b-4a2d-8eda-520c2b5fdb75","Capital","Scarcity of experienced mentors","facilities",4,4,4,0,4,4,5,4,"yes","no","yes","no","","It will support agriculture(manure)","sensitization, funding, motivational activities","2016-08-22 10:04:34","11:02:22"
"cb16be85-36d6-497c-8149-f37b3ffaba7e","1. Human resource l","2. Management","3. Capital",5,5,5,3,5,5,5,5,"yes","no","lack of information","yes","no idea","I see an opportunity to educate and inform the market about the importance of conserving our environment.","Business incubation and mentorship","2016-07-26 09:36:19","11:02:22"
"cb25052b-5ab3-4fe9-bb45-5d965ffa6905","Capital to purchase big machine,","we are now able to produce only 40-50 plastic lumbers per day ( because of our old machines)  .","while the current demand is 200-250 plastic lumbers per day.",5,5,5,4,4,5,4,5,"yes","yes","Our venture also addresses the climate change  challenge","no","","Many young entrepreneurs are developing different solutions to address the climate change problem which will attract more funding especially for startups","Financial and Incubation","2016-07-27 07:47:05","11:02:23"
"cb250e2a-97ba-4ff4-808d-48238158939a","people to accept change requires education","training, believing to young generation that we can do big things","funding on requirements.",4,5,5,4,5,5,5,4,"no","no","i have  not researched about it. no passion on it.","yes","n/t","If we reduce paper works by intensifying in software we gonna save lot of west from printing technology","Government Support, education,  Promotion","2016-07-27 10:04:31","11:02:23"
"cbb18d41-da7b-471a-b5d0-6e901ab01343","Financing","Technical Solution","Skilled staff",5,4,4,5,4,5,5,4,"yes","no","not having the skills","no","","green devices","financial","2016-08-04 09:42:57","11:02:24"
"ccf24a25-1776-44e4-a5e8-d9760a640f77","Getting competent skilled and committed people who want to learn","The legal environment and regulatory environment does not support the growth of small industries especially those in innovation","Interest rates are high and there is no grace period for loans provided by financial institutions",4,4,4,4,4,5,5,5,"yes","yes","I am already in one and it's because it is connected to the global agenda","yes","we basically deal with environment problems","n/a","financial incubation","2016-08-18 12:09:57","11:02:25"
"cdadb780-abf7-4cc5-ad27-2faa2bedf5bb","Funding","Talent - Software developers","Accepting payment from users",5,5,5,5,5,5,4,5,"yes","no","Requires high initial funding","no","","The opportunities are great, especially for solar power due to the countries low grid electrification.","Mentorship, Incubation and finacial","2016-08-16 12:36:29","11:02:26"
"cdd39057-b285-4121-bc6d-bbcb47f35118","Strong Power Back UPS","Technology","Acceptability of innovative sollutions",5,5,5,5,5,5,5,5,"yes","no","I like to stick to my core profession and let others do their profession","yes","As we are designing the apps those reduces paper works. and manual works those might generate heat or any commissions","As other profession may be employment","incubation finance and sensitization","2016-08-31 16:49:44","11:02:26"
"ce3b76b6-d771-42fd-abc2-91899a62bf9d","Market Research Funding","Pilot Financing","Staff Recruitment",2,2,5,3,3,5,3,2,"yes","yes","Climate is changing so fast and we are the first generation to feel the impact and the last generation that can do something about it. I would like to take part in taking action on climate.","no","","Climate tech can help scientists focus on things that matter for research, NOT IT. Moving all the calculations to software and online portals.","Financial Support (Monetary)","2016-08-17 17:39:13","11:02:26"
"ce3f8423-8270-4a3e-9069-616447713e01","Funds","Technical spaces","Funds",4,5,5,5,4,5,4,2,"no","no","Not my area of expertise","no","","none","none","2016-08-16 13:30:06","11:02:27"
"ceb70df2-284d-417f-978d-ee1ff5f99c3e","availability of equipment and cleaning gears","high taxes","hard to build custumer trust",4,4,5,2,4,4,5,4,"yes","yes","our start up is a climate tech venture as we recycle plastics and other waste and turn then into useful tools without burning or emitting any harmful gases or chemicals","yes","we recycle plastics into garden floors and decor","recycling, producing organic fertilizers","financial assistance","2016-09-07 14:30:40","11:02:29"
"cec9b17d-d4f4-4dcc-8a1c-18fbf6f80505","Technology barrier","Funding for scaling","Collaboration between stake holders in the ecosystem",5,5,5,4,4,5,5,4,"yes","no","Not Interested in this area","no","","None","Business Incubation","2016-08-03 10:47:15","11:02:30"
"cfcaef51-b0d1-4e91-9773-066438cff6b8","Funding","tech","manpower",4,4,5,5,4,5,5,5,"yes","no","not interested","yes","nothing","no idea","financial","2016-07-28 19:56:45","11:02:31"
"d0bb4f77-c14a-4536-9ba3-f9fa3e40a236","Lack of funding to boost operations under my startup","Market penetration","Expanding outside Tanzania",4,5,3,4,4,5,5,5,"yes","no","no interest","no","","business incubation and financial","I see non coz i have no profession there","2016-08-22 12:50:49","11:02:34"
"d156baf8-1c36-4711-b522-e11e83103f1f","Financial failure to advance my Idea in terms of Making the 3D Printed Housing of my device","Lack of enough Knowledge on advanced electronical and electrical knowledge that could be used to advance my device.","Lack of sponsorship that could make my Idea become real and ready for Mass production",5,5,5,5,5,5,5,5,"yes","no","NOT AWARE","no","","Creation of environmental Friendly Projects that can help the society at large.","Financial","2016-09-02 10:05:58","11:02:35"
"d16df6ac-11ed-48cb-ab09-21cb1ec75b57","Lack of enough capical","Unfair Competition in when bidding","Lack of good infrustructures",5,5,5,5,5,5,5,5,"yes","yes","The market is virgin in Tanzania","yes","We make and supply of solar devices","There is a very big market for climate tech technologies","business incubation is very important","2016-09-02 10:22:58","11:02:35"
"d2ce58fe-3410-47cc-bf59-e1d4bb623a49","failure to raise capital","Promoting business to raise awareness","finding  competent  employees to  work  in your organization",5,5,4,5,4,5,5,5,"yes","no","I  have not discovered the potential  in the sector","no","","to  improve on the peoples health","incubation","2016-08-29 19:05:58","11:02:36"
"d39d3979-12d3-43c4-a90b-4f002235b13d","Financial management","Funding to get equipment","employing people that fit into our organizational culture",4,4,5,5,5,5,4,5,"yes","no","no funds","no","","Communicating climate change","funding and realizing the impact we have","2016-08-12 11:49:56","11:02:36"
"d55d2782-9d85-4b34-9352-35726abfcd07","Economic slow-down under new presiden","scaling customer base on tight budge","; lack of computer ownership among my customers",5,4,5,3,5,5,4,5,"yes","no","This area is poorly defined and probably capital intensive.","no","","Haven't looked!","More education on just what it entails.","2016-07-28 20:26:37","11:02:37"
"d5de6219-eaaf-4fde-ad44-82dc31de61d9","capital","network","The whole organization structure",4,4,5,4,4,5,4,4,"yes","no","Dont have much information about this, but would love to","no","","Opportunities that will help women","Networking, and Business Incubation","2016-09-07 14:45:05","11:02:38"
"d65b721d-1452-4cc6-821e-81ef1f9d4ebe","Funding","Management skills","n/a",5,5,5,4,5,4,5,5,"no","no","n/a","no","","n/a","training","2016-08-12 13:38:22","11:02:38"
"d7c086ac-a865-46c1-b09e-80e9884f5a2f","Team","Fund","Raw materials",5,4,4,5,5,4,4,4,"no","no","What I am focusing for now is to build and make my current company to succed","no","","Yes there is opportunity within climate change this can be in the process of air pollution","Being incubated can give more opportunities like getting funds, helping the company to move more steps also having a space for working.","2016-09-02 09:52:31","11:02:39"
"d97357fd-a20b-4749-8c26-6acf3cb08f11","Funding","Funding","Funding",5,3,5,3,4,5,5,3,"yes","yes","II am concerned about climate change and I want to do my part","yes","n/a","informing and educating the public","business incubation","2016-08-03 13:01:55","11:02:40"
"db00c205-6eed-4a1b-9942-1519b0e6b05b","CAPITAL","GOVERNMENT SUPPORT","AVAILABILITY OF RAW MATERIALS LOCALLY",5,5,4,5,4,5,0,4,"yes","no","STILL IN PLANNING","yes","We Incourage people to be more involved with their surroundings","INTRODUCING NEW LINE OF PRODUCTS LIKE RECYCLING","MENTORSHIP, FINANCIAL AND INCUBATION","2016-08-10 15:08:30","11:02:40"
"dc624907-49ae-4d1f-b5c3-a5738d775e9d","","","",,,,,,,,,"","","","","","","","2016-07-11 07:23:59","11:02:42"
"dd80d069-537b-4cc9-bc8d-1c15ad27affb","Connections to get the decision makers","Revenue stream is kind complicated","Parents pressure they would like to see me employed",4,4,4,4,4,5,5,4,"no","no","passion","yes","usage of drones  can have greater impact","emphasizing education in that factor","incubation","2016-08-03 09:07:59","11:02:42"
"df3f3bcb-b4a9-4196-9bfe-2b428d172729","To get team members of the same interest","Commitment","Believe",5,4,5,4,5,5,5,3,"no","no","lack of resources","no","","tech innovation that can help to decrease effects of climate change","Financial","2016-08-04 14:34:16","11:02:43"
"e18833af-b1fa-4eac-8faf-870851193bdc","Capital","Cost of getting machine parts and tools is high","Little support and recognition from local customers- they do not value things made in Tanzania",5,5,5,5,5,5,4,4,"yes","yes","Already have a climate tech venture","yes","It deals intensively with climate technology","reducing carbon emmissions","financial incubation","2016-08-18 11:47:43","11:02:44"
"e2481e99-ac3c-4d89-a9cb-ce158aba528b","LACK OF CAPITAL","LACK OF SKILLED LABOUR","TECHNOLOGY ADAPTION",5,4,5,5,4,5,4,5,"yes","no","Never thought before","no","","none","none","2016-08-11 09:28:33","11:02:46"
"e5e45d83-4617-41d6-956c-61467e8087cd","Reliable service supplier","cost of advertising","proper technology i e WiMax",4,5,5,5,5,5,4,5,"yes","no","Financial Dificulties","yes","As it Reduse movement of people toward buying tickets","Greet ,  employment and food to the living","Financing  and Sensitization","2016-08-29 18:33:41","11:02:47"
"e78c6170-0807-4f89-84b1-04375b2dbb1a","Government support to entrepreneurs","Tools examples machine","Connection to con-create users",4,3,5,5,4,5,4,4,"yes","no","Funds","yes","Because we promote agriculture","Ecology and Revenue","Funding and Education","2016-09-01 14:26:19","11:02:48"
"e7a3468f-48b1-4fb6-bd92-f19ac6fd2abf","Beracracy to the market","Capital","acceptability of new system to users",4,2,3,5,5,5,5,5,"yes","yes","As i will diversify my investment and  make another sour of income","yes","n/a","if promoted proper it gonna provide employment and food to human being.","Knowledge to people and  policy improvement","2016-08-22 10:15:55","11:02:48"
"e863359e-6cf3-46ae-a7cf-52b1cfa4da1e","FInancial, - How to Rase Funding for production work","Not having enough employees, hard to recruit people for early stage businesses","Not enough production equipments",5,5,5,4,3,5,3,3,"yes","no","I don't have enough information on that sector","no","","Transforming plastic into usable materials","Financial","2016-08-17 16:39:00","11:02:48"
"e8abe8a8-ba2b-4077-83f0-88802554d58c","1. Market penetration","2. Pre-investment seed funding","3. Professional management",5,5,4,4,5,3,3,5,"yes","yes","Because it has two advantages, as a business and an impact towards a greener environment.","yes","no idea","Lot's of business can be started that create profits, jobs and help reduce the climate change problem.","Good ideas, Good team plus mentorship, incubation and finance.","2016-07-28 19:01:04","11:02:49"
"e942efc4-3cde-462a-9a0c-bff3472e3e60","Difficult getting connection/Partnerships With Stakeholders Who are in ICT(information,communication and Technology) Industries, Such as Mobile Operators, Integrating Apps With Mobile Operators platforms will take years, Connection is more important than funding","Lack of decision makers on networking events organized by Tech hubs/Accelerators","Fear to venture into New Innovations",5,5,5,5,5,3,4,4,"yes","no","I have pending projects","no","","Installation of Grid-tied Electrical Solar System,Excess electricity can be sold to electricity organization or reduce the electricity bill","Business Incubation","2016-08-11 09:57:16","11:02:50"
"eb55954e-8ad1-4d2b-91c2-f6ec2c9f3f0f","Access to financing","Government support","Transportation",5,5,4,5,5,5,5,5,"yes","yes","Huge demand for renewable energy needs and we cannot continue with the current mode of energy production","yes","n/a","Wind energy and ocean waves energy","Good quality materials, financial investments, youth support","2016-08-30 19:45:31","11:02:51"
"eba7e767-973e-4683-a8fa-6ece367243de","Capital funding","Finding the right business location after the incubation program","n/a",4,5,4,5,4,5,5,4,"no","no","Not interested at the moment","no","","green energy","training and financial support","2016-09-07 08:48:38","11:02:52"
"ece097ef-008f-4bc9-a125-c87bf4691097","Lack of Funding","Easy availability of technical equipments like sensors","Technical skills in some projects",5,4,5,4,4,5,4,4,"yes","yes","To provide solution to current challenges in environmental deterioration.","no","","smart tech on analysis of poisonus gas emmission","business incubation","2016-08-17 16:17:20","11:02:53"
"ed6c644c-6753-46f1-b162-82fda539b85f","business Acumen","startup capital","Mentorship",5,5,4,5,4,5,3,5,"yes","yes","I am a farmer","yes","Soil and wether analysis in relation to geographical position of the farm","Business Insight(Information) to farmers in regard to  best practices  for better yields","Incubation and financial","2016-08-03 11:06:49","11:02:54"
"f561eeed-4a62-4056-9c27-c7126e368166","Connection","Capital","Availability of new technology essential",5,5,5,5,5,5,5,5,"yes","yes","To protect the nature","yes","We are design solution and process those reduce unnecessary mechanical process","If we improve climate tech we will improve economy as well as ecology","funding and sensitization(community)","2016-09-01 06:47:20","11:02:58"
"f7943cf9-063b-4c53-bee9-aaadf9c5be0a","Funding","Marketing","Monetizing",5,4,4,5,3,4,0,0,"no","yes","To contribute in combating climate change","no","","Reducing use of papers and plastics in schools, offices and businesses","Mentorship and business incubation","2016-08-02 15:07:54","11:02:59"
"f861c82f-90d0-49d8-93c2-bb67b1d91767","Security","Growth rate","Market. recycling.",5,5,4,4,5,5,4,4,"yes","yes","because this society i am living is missing  natural things, water sources, so i am planning to improve green environment to my surrounding","yes","N","Food from tree, Free air, green flower beauty improvement.","Market, and incentive to make it grow.","2016-07-22 12:52:59","11:02:59"
"f94277e1-83ab-4d76-822e-ca9412947487","Captial","introducing product to the market","Working Tools",5,5,5,4,4,5,5,5,"yes","yes","improve my area by planting trees","yes","we encourage the system of cut one tree plant two more","Employment,","Education  and community environmental awareness","2016-08-30 20:13:10","11:02:59"
"f967acc3-b628-43f1-8d4d-71e68c1b39eb","Financial challenges. Getting financing for the innovations taking place","Organizational challenges. It is a challenge to manage innovative and creative people. They tend to move from one creation to another.","Marketing of the innovative products",5,5,4,5,4,5,5,4,"yes","yes","Because we need innovative products that help to conserve and preserve our environment","yes","We currently use recyclable materials","I see a big opportunity in the recycling technology. There is a lot of wasted raw materials that can be reused or restored for use again.","Financial","2016-08-31 11:25:35","11:03:00"
"f97667a2-3c4a-442c-b975-5c1dc1824ab0","Capital,","Committed Team","Technology behind",4,4,3,4,5,5,0,0,"yes","yes","I wanted to create a better system for delivery that will use renewable energy.","no","","depend","financial","2016-07-22 07:25:08","11:03:00"
"fb015df5-6b79-44e1-81fe-0d8fe602b30d","customers","funding","promotion",5,5,5,4,4,5,5,5,"yes","yes","because the world is facing greater climate changes","no","","n/a","financial","2016-08-22 11:06:12","11:03:01"
